253,535,521,482,136,313,568,461
273,588,603,533,144,316,597,432
302,591,643,577,171,335,677,407
304,586,659,570,168,306,718,415
322,638,630,582,177,277,615,358
338,698,611,463,152,326,749,381
316,682,535,389,145,321,807,407
321,741,559,312,114,320,769,406
336,804,590,349,117,407,856,412
359,775,629,377,120,502,965,479
351,717,708,410,122,514,901,474
392,774,787,478,139,519,843,490
450,721,836,689,180,589,867,535
452,659,842,713,174,546,844,564
418,650,910,736,178,516,771,536
482,677,862,754,184,553,747,555
479,685,809,774,212,565,885,584
454,668,792,695,183,488,968,605
483,732,902,737,200,672,1004,585
592,695,907,684,186,678,1131,565
660,673,970,683,191,698,1249,596
733,693,958,688,155,697,1179,536
713,715,1015,747,192,739,1188,487
699,702,1086,712,181,574,1181,526
638,746,1037,713,186,609,996,514
590,766,1055,683,181,609,824,520
524,722,1143,608,173,643,918,554
577,685,1108,434,147,655,835,598
591,760,947,373,148,751,889,565
640,758,919,405,149,760,1019,660
632,779,933,494,157,859,1106,653
606,727,862,620,170,826,1025,652
580,773,817,725,172,768,970,588
627,670,801,805,178,705,826,671
584,789,860,914,183,632,787,631
547,763,806,942,178,453,696,631
568,802,888,929,169,592,659,620
574,788,927,869,165,647,700,733
529,819,981,830,165,641,677,643
510,708,987,785,160,673,740,711
525,670,1021,743,166,631,744,726
505,722,999,710,161,587,740,744
554,746,962,730,154,548,793,686
538,740,921,764,164,624,923,793
514,716,927,764,172,645,883,730
479,842,882,731,175,714,900,738
469,760,852,718,181,668,947,712
442,810,944,669,172,673,886,777
413,772,987,594,153,567,787,713
411,800,922,522,143,508,772,676
421,779,1029,562,127,456,823,650
444,788,1027,535,139,518,816,740
395,736,1022,633,152,514,859,651
431,727,971,636,145,556,815,662
478,714,1003,590,135,564,670,656
492,666,927,685,149,572,583,685
459,692,929,670,138,576,752,577
466,690,798,592,144,661,731,546
455,732,803,593,143,650,755,493
473,691,837,634,145,678,777,533
540,673,867,584,160,639,786,469
543,692,898,641,163,596,630,505
554,670,966,666,179,736,752,543
551,717,982,690,184,799,733,570
553,799,932,724,189,763,740,592
481,749,815,649,161,770,717,642
488,726,787,669,154,766,647,705
437,744,748,656,122,526,425,667
491,664,706,657,115,461,474,661
527,568,823,604,121,555,487,623
553,560,822,585,116,595,443,600
581,567,767,648,143,617,496,557
591,589,809,633,139,646,568,601
576,602,851,623,159,651,560,608
551,592,745,645,179,586,544,663
523,592,775,664,186,566,556,617
514,556,823,538,177,590,613,670
577,508,784,518,184,629,706,709
537,531,788,498,171,589,683,747
464,572,772,450,179,572,666,758
449,620,849,481,209,583,647,764
432,627,812,492,218,545,587,721
341,643,845,508,214,473,532,660
387,687,872,544,219,479,626,673
413,752,890,574,189,493,673,601
403,727,779,556,149,489,715,620
380,694,794,655,124,456,767,595
377,730,780,668,123,547,699,572
345,682,764,623,117,581,632,479
332,589,822,579,115,570,672,492
341,641,880,572,116,533,676,475
331,705,820,419,107,558,595,512
326,627,753,410,99,448,596,512
330,608,829,476,102,416,660,478
319,614,853,511,104,431,628,465
406,586,816,502,125,445,717,472
442,558,852,502,135,454,808,555
422,637,877,491,141,488,826,593
400,660,742,415,138,451,751,630
390,663,668,453,145,443,711,628
313,622,698,488,132,514,618,617
283,581,660,488,120,522,589,474
318,572,655,493,111,504,544,488
327,527,635,522,126,621,640,469
346,540,767,572,112,619,661,470
350,551,771,525,115,536,696,489
355,560,768,579,132,478,606,527
368,508,833,601,139,494,652,564
369,513,849,587,134,482,716,580
363,453,670,527,135,474,686,573
345,462,691,551,132,609,664,598
363,481,764,507,119,663,683,577
346,493,742,478,113,643,682,463
361,524,773,522,103,534,523,454
347,561,815,495,105,548,520,522
342,606,858,490,97,397,449,455
338,637,882,646,108,337,451,441
406,603,944,728,114,381,389,450
385,581,939,701,109,387,405,443
412,558,903,707,107,468,481,353
454,545,855,715,111,646,576,407
461,505,846,624,109,686,613,390
465,503,866,597,136,664,619,465
471,489,903,630,143,668,608,457
496,493,967,725,164,608,582,493
483,434,981,721,171,461,513,455
473,430,994,714,175,438,539,468
398,402,944,685,155,517,545,465
409,393,873,681,156,543,532,444
348,422,811,602,142,543,485,406
319,444,812,592,130,546,482,410
305,436,718,540,116,508,378,458
313,476,646,474,114,460,420,403
361,488,744,448,119,437,413,403
376,561,817,460,127,441,442,381
365,535,770,466,139,407,434,410
369,537,767,548,153,399,444,450
374,538,779,620,150,434,350,449
308,540,796,607,137,441,347,500
289,468,722,562,119,423,331,548
325,458,732,636,109,426,408,578
297,428,796,649,105,405,390,492
291,388,847,577,102,342,388,556
303,367,759,581,102,338,383,528
303,348,760,581,115,360,364,492
270,360,770,515,122,355,239,456
292,399,731,503,114,422,269,471
296,387,653,559,118,420,279,419
271,397,659,548,121,386,295,464
272,369,648,558,115,432,295,487
248,351,599,578,116,431,297,502
236,303,589,503,109,369,286,576
209,283,545,425,106,341,290,549
201,306,633,444,104,370,272,483
172,272,653,401,95,272,243,440
170,317,694,300,80,244,223,378
124,339,686,260,75,272,174,291
98,354,686,285,72,261,148,289
75,314,571,229,69,211,108,308
71,315,525,204,80,221,109,327
65,263,453,196,79,223,109,376
62,218,389,198,79,217,102,314
64,247,355,146,75,220,98,289
63,239,344,115,69,221,95,261
57,270,303,107,50,205,81,226
53,307,251,87,47,187,64,113
51,310,244,71,39,120,59,78
46,277,390,84,36,136,55,61
47,267,428,90,36,159,61,47
73,280,492,92,42,287,96,287
82,262,543,94,44,340,105,302
87,288,542,97,46,364,129,345
87,278,569,110,46,368,131,379
89,279,573,109,50,399,141,393
71,274,569,110,44,322,123,293
60,248,526,114,41,274,115,293
57,235,562,121,43,263,98,255
73,227,470,98,46,318,101,248
85,240,483,95,47,284,95,268
86,184,457,104,48,284,96,324
85,186,496,104,48,278,92,313
83,184,583,102,45,255,80,309
70,218,659,113,43,179,74,302
70,214,746,109,40,190,66,331
94,259,749,93,40,310,79,330
94,268,759,91,42,313,84,333
95,274,684,83,40,318,82,328
95,263,635,79,42,406,114,331
91,287,487,103,47,400,113,331
72,251,470,113,50,338,109,272
75,345,446,110,49,333,109,286
78,353,439,111,49,329,112,291
76,363,435,122,51,275,79,262
73,344,479,127,46,272,84,190
85,351,505,133,40,267,81,176
85,251,524,136,38,273,86,236
116,217,502,154,40,275,86,242
140,222,471,159,36,229,94,261
170,227,424,147,34,214,85,253
167,238,486,140,35,178,75,252
166,286,450,138,37,167,64,166
148,288,500,118,36,157,59,146
125,290,505,96,33,96,44,126
90,284,532,96,33,154,52,117
88,273,485,96,34,173,58,193
97,227,465,93,34,174,64,200
96,290,402,96,37,183,65,206
97,260,367,96,37,190,61,191
93,260,325,89,40,154,60,193
106,275,396,83,39,177,72,112
99,297,412,83,40,223,79,100
104,231,435,84,36,223,79,94
111,233,497,90,36,213,77,93
102,251,513,95,36,211,73,84
93,295,581,107,36,200,64,79
105,270,604,108,37,149,56,77
104,267,641,102,36,185,66,109
108,266,596,96,37,209,75,110
115,243,599,95,37,205,73,113
104,161,591,100,38,181,65,105
96,180,622,102,33,180,60,103
98,202,587,102,37,179,62,64
85,209,577,101,38,178,68,99
91,211,609,94,34,193,71,102
96,234,509,72,36,205,80,101
88,212,438,80,40,205,81,102
79,204,473,75,38,171,73,98
85,263,536,83,36,141,57,59
78,273,493,91,40,165,57,55
100,247,450,88,39,156,47,57
106,267,529,101,38,151,43,55
117,267,494,103,35,142,42,82
144,203,443,102,36,141,42,116
152,238,518,106,36,128,42,172
140,255,527,106,33,131,43,174
138,270,445,86,31,133,44,178
128,279,478,88,32,134,43,168
135,283,475,85,31,156,47,146
121,248,402,73,29,139,50,79
121,252,380,76,35,136,51,80
131,224,422,92,37,137,50,76
139,197,477,130,37,140,54,76
102,192,509,131,37,127,51,112
101,206,496,135,37,107,44,107
100,228,519,137,30,96,40,104
103,218,609,131,29,90,40,109
96,225,548,93,29,83,35,106
93,230,513,86,28,65,38,79
93,209,505,78,28,60,38,79
89,193,495,80,29,56,39,72
75,223,354,67,27,52,37,99
75,225,321,66,29,59,38,103
73,262,393,90,29,53,37,102
72,271,431,108,31,61,39,101
74,251,487,112,31,70,39,103
67,303,475,125,33,78,42,69
67,363,487,124,36,74,42,71
65,353,457,109,37,74,47,122
64,354,473,91,37,79,47,128
59,360,416,77,37,83,49,130
63,303,410,55,41,85,50,131
54,216,444,60,35,107,56,130
50,206,425,62,38,233,62,71
53,193,374,62,39,247,66,60
53,188,364,79,41,247,67,52
49,226,416,83,44,249,66,48
56,252,460,80,43,246,61,37
63,229,455,77,41,139,48,103
70,245,478,76,41,140,51,114
75,252,476,57,38,177,53,118
83,223,453,54,33,189,56,123
79,216,372,60,35,196,56,125
76,216,374,66,37,199,57,81
69,198,437,83,35,178,50,71
67,224,434,86,36,142,51,93
62,222,401,85,34,119,48,104
64,212,400,85,33,96,48,107
58,286,438,78,33,82,46,108
55,287,469,78,35,75,45,105
52,249,466,76,33,55,36,84
48,249,485,78,35,70,42,116
44,249,484,73,39,77,44,112
56,205,482,81,41,86,46,116
62,266,378,80,41,90,45,118
72,280,389,83,45,93,46,122
69,278,394,96,48,136,49,72
74,285,387,99,49,153,54,107
78,263,374,110,49,162,54,106
80,245,357,103,48,162,58,106
79,233,373,106,50,161,59,102
81,233,346,93,45,124,53,102
82,222,341,96,43,100,47,113
75,250,406,78,41,141,51,118
78,226,414,76,40,144,48,156
77,226,384,83,38,145,48,170
78,288,391,85,38,141,44,174
74,287,386,80,38,139,45,149
74,268,357,81,40,73,39,160
66,250,443,81,39,76,41,124
59,255,486,70,36,76,41,104
53,184,491,69,37,76,45,103
53,186,490,66,36,92,43,134
55,175,425,64,34,93,45,117
54,227,366,64,35,91,43,118
55,226,303,56,37,93,42,118
57,227,320,54,41,98,40,112
52,253,360,61,45,111,43,105
47,269,351,59,46,126,50,99
44,259,289,55,51,161,66,97
42,268,280,56,50,195,77,95
41,257,224,53,48,312,112,95
40,238,150,53,52,348,122,54
46,246,158,70,61,351,121,49
64,277,222,75,61,342,114,44
75,280,253,80,63,349,114,42
102,297,308,105,71,254,81,41
107,287,327,171,90,194,64,38
138,319,390,200,86,204,61,36
144,278,376,217,94,228,72,32
169,271,368,231,101,202,91,31
213,266,326,227,99,221,145,107
214,290,442,196,80,257,151,269
213,252,392,178,82,241,157,281
218,293,396,174,73,216,291,319
198,302,498,168,72,219,403,348
145,332,524,191,85,205,518,376
156,329,452,203,91,164,551,296
155,343,491,208,91,183,737,316
151,350,536,230,98,180,769,283
189,371,552,277,99,181,731,299
214,357,637,276,98,296,805,250
224,364,702,276,93,332,837,275
239,400,737,311,102,365,787,273
309,473,820,377,105,406,879,279
496,463,800,374,103,551,965,293
606,480,906,401,94,647,1001,380
657,501,977,433,100,672,1117,432
651,494,1106,462,97,680,1112,441
708,466,1038,430,106,725,1016,454
601,493,1081,437,112,703,986,465
536,502,1055,427,124,577,861,417
521,504,1002,432,127,603,775,350
561,516,874,443,140,638,793,334
488,487,953,436,135,707,844,344
481,495,981,440,141,722,1013,375
507,533,1091,486,139,779,1045,431
531,557,1091,491,143,743,971,468
506,513,1079,574,159,743,937,502
483,485,1049,579,162,621,931,512
517,499,1086,728,192,536,817,539
453,463,906,701,196,585,772,551
428,435,927,774,199,591,773,577
485,463,943,729,182,680,911,648
507,482,1069,735,176,694,939,659
477,430,1031,607,152,693,855,647
479,494,1044,718,180,689,849,692
476,539,1028,693,176,725,884,696
426,525,1037,714,188,655,733,613
419,517,937,720,190,697,699,731
410,529,854,707,176,710,653,706
401,465,843,598,154,731,660,618
429,385,844,565,158,702,612,573
420,388,798,511,158,646,579,652
429,386,779,563,167,624,717,589
508,395,895,583,176,613,806,599
559,372,921,606,165,490,837,613
546,379,923,632,164,452,854,633
538,426,954,657,167,515,927,612
547,424,942,631,163,582,920,568
501,405,988,613,166,576,877,539
529,400,1087,630,165,587,898,572
538,401,1079,654,203,612,878,553
559,341,1077,641,191,602,791,530
529,344,1137,607,186,564,698,584
511,395,1005,624,188,583,754,608
460,483,992,685,200,572,708,578
487,508,1019,591,158,579,706,597
486,512,1052,555,153,572,683,571
497,515,1033,604,165,583,621,503
552,479,1109,578,167,620,755,552
532,398,1019,475,155,635,773,558
483,351,1011,587,165,623,768,584
469,384,1049,633,162,654,779,593
529,375,1045,661,151,626,832,701
465,371,1090,675,133,624,655,678
479,378,1098,725,145,641,603,678
478,420,1058,694,136,635,587,684
486,375,962,732,149,624,581,685
458,471,948,682,163,618,432,572
517,495,803,672,166,600,340,539
525,502,838,705,161,660,356,585
523,470,840,652,154,658,526,622
580,473,834,633,177,704,574,657
552,404,863,681,202,741,594,635
579,383,911,679,206,798,672,783
550,394,868,678,210,761,651,791
515,444,979,680,229,784,536,712
447,461,1046,707,230,717,570,692
443,425,954,658,198,659,668,692
345,424,945,662,189,583,659,549
390,381,917,561,186,511,648,535
580,305,776,635,171,609,643,586
594,350,723,587,141,633,570,590
619,363,910,597,159,609,501,633
